0	0.047339	0.00019073	0	Read	1320146	8
1	0.53168	0	0	Write	1080376	8
2	0.53168	0	0	Write	1080384	8
3	0.53168	0	0	Write	1066384	8
4	0.53168	0	0	Write	1066392	8
5	0.53168	0	0	Write	2096952	8
6	0.547304	0.00000954	0	Write	2030264	8
7	0.844158	0.00001907	0	Write	2096960	16
8	0.844158	0.00001907	0	Write	2030272	8
9	0.844158	0.00001907	0	Write	2030256	8
10	1.078516	0.00012398	0	Read	3747160	16
11	1.125388	0	0	Write	1331808	1
12	1.125388	0	0	Write	1331809	120
13	1.141012	0	0	Write	1331929	86
14	1.141012	0	0	Write	1396664	8
15	1.141012	0	0	Write	1396672	1
16	1.141012	0.00012398	0	Read	3733904	16
17	1.141012	0	0	Write	1396673	1
18	1.141012	0	0	Write	2030264	8
19	1.141012	0	0	Write	2030272	8
20	1.141012	0	0	Write	2096976	8
21	1.141012	0	0	Write	2030264	8
22	1.141012	0	0	Write	2030272	8
23	1.141012	0	0	Write	2030264	8
24	1.141012	0	0	Write	2030272	8
25	1.141012	0	0	Write	2030264	8
26	1.141012	0.00012398	0	Read	3748200	16
27	1.141012	0	0	Write	2030272	8
28	1.141012	0	0	Write	1080376	8
29	1.141012	0	0	Write	1080384	8
30	1.156636	0	0	Write	1396672	1
31	1.156636	0	0	Write	1396673	119
32	1.156636	0.00012398	0	Read	3733192	16
33	1.156636	0.00012398	0	Read	3748040	16
34	1.156636	0.00012398	0	Read	3751168	16
35	1.17226	0.00022888	0	Read	59824	8
36	1.17226	0	0	Write	1396792	92
37	1.17226	0.00022888	0	Read	59944	8
38	1.17226	0	0	Write	1396884	1
39	1.17226	0	0	Write	1396885	34
40	1.17226	0.00006676	0	Write	5233016	256
41	1.17226	0	0	Read	3733312	16
42	1.17226	0	0	Write	5233016	8
43	1.17226	0	0	Write	5233024	1
44	1.17226	0	0	Write	5233025	1
45	1.17226	0	0	Write	2096984	8
46	1.17226	0	0	Write	2030264	8
47	1.17226	0	0	Write	2030272	8
