0	0.188375	0.00000954	0	Read	20496351	8
1	0.3915	0.00038147	0	Write	19468767	128
2	0.3915	0.00038147	0	Write	19468895	128
3	0.3915	0.00038147	0	Write	19469023	57
4	0.3915	0.00038147	0	Write	60143	8
5	0.3915	0.00038147	0	Write	215	8
6	0.6415	0.00044823	0	Write	37908831	32
7	0.6415	0.00142097	0	Write	116818685	8
8	0.6415	0.00044823	0	Write	37908799	8
9	0.6415	0.00142097	0	Write	116778789	8
10	0.6415	0.00142097	0	Write	116783941	24
11	0.6415	0.00142097	0	Write	116805797	8
12	0.938375	0.00142097	0	Write	60151	48
13	0.938375	0.00142097	0	Write	223	8
14	0.938375	0.00142097	0	Write	199	8
15	0.938375	0.00005722	0	Write	20543239	128
16	0.938375	0.00005722	0	Write	20543367	128
17	0.938375	0.00005722	0	Write	20543495	128
18	1.032125	0.00005722	0	Write	20543623	128
19	1.032125	0.00005722	0	Write	20543751	128
20	1.032125	0.00005722	0	Write	20543879	128
21	1.11025	0.00008583	0	Read	65601327	16
22	1.11025	0.00008583	0	Read	77616087	16
23	1.11025	0.00008583	0	Read	65603263	16
24	1.125875	0	0	Read	65603135	16
25	1.1415	0	0	Read	65602767	16
26	1.1415	0	0	Read	65603471	16
27	1.157125	0	0	Read	65603023	16
28	1.17275	0	0	Read	65603039	16
29	1.17275	0	0	Read	77610887	16
30	1.188375	0	0	Read	800505	16
31	1.188375	0	0	Read	795929	24
32	1.188375	0	0	Read	6301719	8
33	1.188375	0	0	Read	1831279	64
34	1.188375	0.00000954	0	Read	1831305	64
35	1.188375	0.00000954	0	Read	1831541	2
36	1.188375	0.00000954	0	Read	1831281	24
37	1.188375	0.00000954	0	Read	1831536	5
38	1.204	0.00000954	0	Read	1831409	64
39	1.23525	0.00000954	0	Read	1831369	40
40	1.329	0.00011444	0	Read	77615303	16
41	1.329	0	0	Read	65602655	16
42	1.344625	0	0	Read	77616327	16
43	1.36025	0	0	Read	77616791	16
44	1.36025	0	0	Read	77610695	16
45	1.36025	0	0	Read	77617015	16
46	1.36025	0	0	Read	77615383	16
47	1.36025	0	0	Read	77616967	16
48	1.36025	0.00001907	0	Read	6292575	8
49	1.36025	0.00097275	0	Read	79240519	8
50	1.375875	0.00001907	0	Read	6301527	8
51	1.375875	0.00001907	0	Read	6297095	8
52	1.375875	0.00001907	0	Read	6326191	8
53	1.375875	0.00002861	0	Read	6300135	8
54	1.3915	0.00002861	0	Read	6408759	8
55	1.3915	0.00002861	0	Read	6296575	8
56	1.3915	0.00002861	0	Read	6296703	8
57	1.3915	0.00002861	0	Read	6297615	8
58	1.3915	0	0	Read	77615911	16
59	1.42275	0	0	Read	65602127	16
60	1.438375	0	0	Read	65602607	16
61	1.454	0	0	Read	77617079	16
62	1.454	0	0	Read	65602959	16
63	1.469625	0	0	Read	77617575	16
64	1.469625	0	0	Read	65602911	16
65	1.48525	0	0	Read	77616359	16
66	1.500875	0	0	Read	77616391	16
67	1.500875	0	0	Read	65603439	16
68	1.5165	0	0	Read	65602975	16
69	1.5165	0	0	Read	77614743	16
70	1.54775	0	0	Read	77616951	16
71	1.54775	0	0	Read	77616919	16
72	1.563375	0	0	Read	77616039	16
73	1.563375	0.00142097	0	Write	25519143	16
74	1.579	0.00044823	0	Write	3078647	6
75	1.579	0.00142097	0	Write	25519247	8
