0	0.016375	0.00038147	0	Write	3271215	8
1	0.016375	0.00012398	0	Write	108745397	8
2	0.016375	0.00038147	0	Write	129465989	8
3	0.016375	0.0001812	0	Write	420927	8
4	0.016375	0.00038147	0	Write	102810381	8
5	0.016375	0.00012398	0	Write	108752437	8
6	0.016375	0.00012398	0	Write	108757317	8
7	0.016375	0.00012398	0	Write	108772397	8
8	0.016375	0.00012398	0	Write	108799565	8
9	0.016375	0.00012398	0	Write	108890413	8
10	0.016375	0.00017166	0	Read	6419791	8
11	0.016375	0.00017166	0	Read	6462871	8
12	0.641375	0.00017166	0	Read	6374719	8
13	0.657	0.00017166	0	Read	35159007	3
14	0.657	0.00003815	0	Read	76828623	8
15	0.68825	0.00038147	0	Read	76828631	128
16	0.703875	0	0	Write	20200903	128
17	0.703875	0	0	Write	20201031	128
18	0.797625	0	0	Write	20201159	128
19	0.797625	0	0	Write	20201287	128
20	0.797625	0	0	Write	20201415	128
21	0.797625	0	0	Write	20201543	128
22	0.797625	0	0	Write	79645103	8
23	0.797625	0.00012398	0	Write	108757301	8
24	0.797625	0.00012398	0	Write	108758901	8
25	1.016375	0.00038147	0	Write	35159007	5
26	1.016375	0.00012398	0	Write	6320031	80
27	1.016375	0.00008583	0	Read	65603151	16
28	1.016375	0.00008583	0	Read	65603199	16
29	1.016375	0.00008583	0	Read	65603375	16
30	1.032	0.00008583	0	Read	65601327	16
31	1.047625	0.00008583	0	Read	77616087	16
32	1.047625	0.00008583	0	Read	65603263	16
33	1.047625	0	0	Read	65603327	16
34	1.06325	0	0	Read	77616871	16
35	1.06325	0	0	Read	77615527	16
36	1.06325	0	0	Read	65602687	16
37	1.0945	0	0	Read	65603135	16
38	1.0945	0	0	Read	65601631	16
39	1.110125	0	0	Read	77616375	16
40	1.110125	0	0	Read	65602767	16
41	1.12575	0	0	Read	65603471	16
42	1.12575	0	0	Read	65603023	16
43	1.12575	0	0	Read	65603039	16
44	1.12575	0	0	Read	795929	24
45	1.12575	0	0	Read	6301719	8
46	1.12575	0	0	Read	1831279	64
47	1.235125	0	0	Read	1831305	64
48	1.235125	0	0	Read	1831541	2
49	1.25075	0	0	Read	1831473	63
50	1.266375	0	0	Read	1831281	24
51	1.266375	0	0	Read	1831536	5
52	1.266375	0	0	Read	1831409	64
53	1.266375	0	0	Read	1831369	40
54	1.266375	0.00008583	0	Read	77615303	16
55	1.266375	0	0	Read	65602655	16
56	1.266375	0	0	Read	77616327	16
57	1.282	0	0	Read	77616791	16
58	1.282	0	0	Read	77615207	16
59	1.282	0	0	Read	77610695	16
60	1.297625	0	0	Read	77617015	16
61	1.297625	0	0	Read	77615383	16
62	1.297625	0	0	Read	77616967	16
63	1.297625	0	0	Read	77615911	16
64	1.297625	0	0	Read	65602127	16
65	1.297625	0	0	Read	65602607	16
66	1.3445	0	0	Read	77617079	16
67	1.360125	0	0	Read	65602959	16
68	1.360125	0	0	Read	77617575	16
69	1.360125	0	0	Read	65602911	16
70	1.37575	0	0	Read	77616359	16
71	1.37575	0	0	Read	77616391	16
72	1.37575	0	0	Read	65603439	16
73	1.37575	0	0	Read	65602975	16
74	1.37575	0	0	Read	77614743	16
75	1.391375	0	0	Read	77616951	16
76	1.391375	0	0	Read	77616919	16
77	1.422625	0	0	Read	77616039	16
78	1.422625	0	0	Read	77615975	16
79	1.422625	0	0	Read	77616135	16
80	1.422625	0	0	Read	77616455	16
81	1.43825	0	0	Read	77615815	16
82	1.453875	0	0	Read	77615943	16
83	1.453875	0	0	Read	77615671	16
84	1.4695	0	0	Read	77606247	16
85	1.4695	0	0	Read	77616007	16
86	1.485125	0	0	Read	77608951	16
87	1.485125	0	0	Read	77615607	16
88	1.485125	0.00000954	0	Read	878611	32
89	1.50075	0.00000954	0	Read	878579	32
90	1.50075	0.00001907	0	Read	29315615	40
91	1.50075	0.00001907	0	Read	29315479	8
92	1.50075	0.00002861	0	Read	877295	64
93	1.62575	0.00003815	0	Read	877359	64
94	1.62575	0	0	Write	20201671	128
95	1.672625	0	0	Write	20201927	128
96	1.672625	0	0	Write	20202055	128
97	1.703875	0	0	Write	20202183	128
98	1.7195	0	0	Write	20202311	128
99	1.797625	0.00038147	0	Write	3975295	8
100	1.797625	0.00012398	0	Write	4733031	42
101	1.797625	0.00012398	0	Write	6319759	16
102	1.797625	0.00012398	0	Write	6319815	8
103	1.797625	0.00012398	0	Write	6319895	8
104	1.797625	0	0	Read	77608055	16
105	2.016375	0	0	Read	77612535	16
106	2.016375	0	0	Write	20201799	128
107	2.797625	0	0	Write	20202567	128
108	2.797625	0	0	Write	20202695	128
109	2.797625	0	0	Write	20202823	128
110	2.797625	0	0	Write	20202951	128
111	2.797625	0	0	Write	20203079	128
112	2.797625	0.0001049	0	Read	1763847	64
113	3.25075	0.00038147	0	Write	19439	72
114	3.31325	0.00038147	0	Write	215	8
115	3.31325	0.00038147	0	Write	207	8
116	3.31325	0.00038147	0	Write	108629509	8
117	3.31325	0.00038147	0	Write	108558757	8
118	3.31325	0.00038147	0	Write	108558741	8
119	3.31325	0	0	Write	20202439	128
120	3.797625	0	0	Write	20203335	128
121	3.797625	0	0	Write	20203463	128
122	3.797625	0	0	Write	20203591	128
123	3.797625	0	0	Write	20203719	128
124	3.797625	0	0	Write	20203847	128
125	3.797625	0	0	Write	20203207	128
126	4.797625	0	0	Write	20203975	128
127	4.797625	0	0	Write	20204103	128
128	4.797625	0	0	Write	20204231	128
129	4.797625	0	0	Write	20204359	128
130	4.797625	0	0	Write	20204487	128
131	4.797625	0	0	Write	20204615	128
132	5.25075	0.00081062	0	Read	117377149	64
133	5.266375	0.00013351	0	Read	137559957	8
